platform,developer,releasedate,metascore
XONE,The Coalition,11-Oct-16,84
PC,Red Hook Studios,19-Jan-16,84
PC,"NetherRealm Studios, QLOC",4-Oct-16,84
PS4,Double Fine Productions,22-Mar-16,84
PC,Dodge Roll,5-Apr-16,84
PS4,Eidos Montreal,23-Aug-16,84
PS4,"drool Games, Drool",10-Oct-16,84
XONE,ROCKFISH Games,23-Sep-16,84
XONE,"Stoic Jester Studios, Stoic",1-Jul-16,84
PC,Heart Machine,31-Mar-16,84
PC,Io Interactive,26-Apr-16,84
PS4,Zen Studios,26-Apr-16,84
PC,Square Enix,14-Apr-16,84
XONE,Through Games,13-Jul-16,84
PC,Ska Studios,17-May-16,84
PC,"Shanghai FantaBlade Network Technology Co., Ltd.",17-Nov-16,84
PS4,Square Enix,3-Dec-16,84
PC,"EA Sports, EA Vancouver",27-Sep-16,84
PS4,Io Interactive,26-Apr-16,84
PS4,2K Games,13-Sep-16,84
PS4,Io Interactive,31-Oct-16,84
PC,DoubleDutch Games,19-Apr-16,84
3DS,Atlus,20-Sep-16,84
XONE,Square Enix,29-Nov-16,83
PC,SUPERHOT,5-Dec-16,83
PC,Crate Entertainment,25-Feb-16,83
PC,Square Enix,12-May-16,83
WIIU,BlitWorks,12-May-16,83
PS4,Red Hook Studios,27-Sep-16,83
PC,"Eidos Montreal, Nixxes Software",23-Aug-16,83
PC,Sorath,18-Feb-16,83
PC,Klei Entertainment,21-Apr-16,83
PS4,Infinity Ward,4-Nov-16,83
PC,Spike Chunsoft,18-Apr-16,83
PC,Io Interactive,31-Oct-16,83
3DS,Game Freak,5-May-16,83
PS4,Square Enix,11-Oct-16,83
XONE,EA Sports,23-Aug-16,83
PC,Zadbox Entertainment,28-Nov-16,83
VITA,Sega,30-Aug-16,83
PC,Daniel Wright,26-Jan-16,83
VITA,"Just Add Water, Nephilm Studios",19-Jan-16,83
PC,Io Interactive,31-Oct-16,83
XONE,Eidos Montreal,23-Aug-16,83
WIIU,Renegade Kid,17-Mar-16,83
XONE,Supergiant Games,12-Dec-16,83
XONE,Giant Squid,6-Dec-16,83
VITA,"Spike Chunsoft, Chime",28-Jun-16,83
XONE,SUPERHOT,3-May-16,83
PS4,Image & Form,7-Jun-16,83
PC,Giant Squid,2-Aug-16,83
PC,Excalibur Publishing,16-Dec-16,83
PC,Paradox Development Studio,6-Jun-16,83
3DS,Nintendo,15-Jun-16,83
PC,Misfits Attic,18-May-16,83
WIIU,DrinkBox Studios,22-Sep-16,83
XONE,roll7,24-May-16,83
XONE,Big Ant Studios,15-Dec-16,83
PC,"Blue Wizard Digital Ltd., Blue Wizard Digital",25-Oct-16,83
XONE,Telltale Games,20-Sep-16,83
PS4,Ubisoft Montreal,15-Nov-16,82
VITA,Benjamin Rivers,23-Aug-16,82
PC,Stoic,19-Apr-16,82
VITA,WayForward,20-Dec-16,82
PC,SUPERHOT,25-Feb-16,82
PS4,EA Sports,23-Aug-16,82
PS4,Codemasters,19-Aug-16,82
PS4,Telltale Games,29-Mar-16,82
PC,Spike Chunsoft,18-Feb-16,82
PS4,Schell Games,13-Dec-16,82
PC,Brain&Brain,29-Sep-16,82
PS4,Blue Castle Games,27-Sep-16,82
XONE,GameDesignDan,19-Jul-16,82
WIIU,Ty Taylor and Mario Castaneda,12-Jul-16,82
WIIU,MixedBag Srl,26-May-16,82
PC,Bombservice,4-Mar-16,82
PS4,Klei Entertainment,19-Apr-16,82
XONE,Bethesda Game Studios,28-Oct-16,82
PC,Action Button Entertainment,12-Jul-16,82
PS4,Capcom,30-Aug-16,82
VITA,Firaxis Games,22-Mar-16,82
PS4,Asteroid Base,9-Feb-16,82
PS4,Dodge Roll,5-Apr-16,82
PS4,SCE Japan Studio,6-Dec-16,82
PC,Counterplay Games,3-May-16,82
PC,Dopterra,31-Oct-16,82
XONE,Harmonix Music Systems,18-Oct-16,82
PC,ThirtyThree Games,31-Aug-16,82
VITA,Double Fine Productions,22-Mar-16,82
PC,PopCap,23-Feb-16,82
VITA,DrinkBox Studios,26-Apr-16,82
PC,Chucklefish,22-Jul-16,81
PS4,Bethesda Game Studios,28-Oct-16,81
PS4,Digital Dreams,23-Aug-16,81
WIIU,"Just Add Water, Nephilm Studios",11-Feb-16,81
PC,Blendo Games,25-Jul-16,81
PS4,PopCap,23-Feb-16,81
3DS,HAL Labs,10-Jun-16,81
PS4,Io Interactive,31-Oct-16,81
PS4,Nadeo,22-Mar-16,81
PC,Jaywalkers Interactive,5-Dec-16,81
PC,Coldwood Interactive,9-Feb-16,81
PC,French-Bread,12-Jul-16,81
PC,"Stardock, Oxide Games",10-Nov-16,81
PC,Image & Form,7-Jun-16,81
PC,Telltale Games,20-Dec-16,81
PC,Campo Santo,9-Feb-16,81
PS4,WayForward,20-Dec-16,81
XONE,Ubisoft Montreal,15-Nov-16,81
PC,NoClip,20-Jul-16,81
3DS,Capcom,8-Sep-16,81
PS4,Square Enix,29-Nov-16,81
PC,"Capcom, QLOC",15-Jan-16,81
3DS,Silicon Studio,15-Apr-16,81
XONE,"Abstraction Games, Ronimo Games",7-Sep-16,81
PS4,"Code Mystics Inc., Hopoo Games",12-Apr-16,81
PC,Invisible Handlebar,5-Apr-16,81
PC,Awfully Nice Studios,19-Jan-16,81
PS4,Zen Studios,12-Jan-16,81
PC,"Application Systems Heidelberg Software GmbH, Application Systems Heidelberg",22-Mar-16,81
XONE,Locomalito,20-Jul-16,81
PC,Ghost Town Games Ltd.,3-Aug-16,81
PC,"Playsport Games, Playsport Games Ltd",9-Nov-16,81
PC,Nippon Ichi Software,25-Jul-16,81
3DS,"Spike Chunsoft, Chime",28-Jun-16,81
PS4,5pb,29-Nov-16,81
XONE,Artifex Mundi,25-Nov-16,81
PC,Locomalito,20-Oct-16,81
PC,Art in Heart,12-Oct-16,81
PC,Trion Worlds,4-Oct-16,81
PC,34BigThings,2-Sep-16,81
3DS,ArtePiazza,16-Sep-16,81
PS4,"Nordic Games Publishing, Kaiko",22-Nov-16,81
VITA,Falcom,6-Sep-16,80
XONE,PopCap,23-Feb-16,80
WIIU,WayForward,20-Dec-16,80
XONE,HIPSTER WHALE,21-Jun-16,80
XONE,Nordic Games Publishing,22-Nov-16,80
PC,StressLevelZero,5-Apr-16,80
XONE,WayForward,20-Dec-16,80
PC,Clever-Plays,30-Mar-16,80
PC,Obsidian Entertainment,10-Nov-16,80
PC,Sports Interactive,4-Nov-16,80
XONE,The Odd Gentlemen,26-Apr-16,80
PS4,Chair Entertainment,3-May-16,80
VITA,Square Enix Montreal,23-Feb-16,80
3DS,HAL Labs,30-Jun-16,80
XONE,Triangle Studios,19-Oct-16,80
XONE,Ghost Town Games Ltd.,3-Aug-16,80
PC,Those Awesome Guys,21-Jan-16,80
XONE,505 Games,22-Sep-16,80
PC,Night School Studio,14-Jan-16,80
WIIU,Atlus,24-Jun-16,80
PC,Telltale Games,20-Dec-16,80
XONE,CyberConnect2,9-Feb-16,80
PS4,Telltale Games,20-Dec-16,80
PS4,"Introversion, Double Eleven",28-Jun-16,80
PC,The Good Mood Creators,14-Nov-16,80
PC,Dreadbit,20-Sep-16,80
PC,2K Games,16-Sep-16,80
XONE,Slightly Mad Studios,6-May-16,80
PC,Creat Studios,7-Apr-16,80
PC,Amanita Design,24-Mar-16,80
PS4,Heart Machine,26-Jul-16,80
PC,Team Oneshot,8-Dec-16,80
PS4,Xona Games,31-May-16,80
PC,@unepic_fran,7-Jun-16,80
XONE,Bulkhead Interactive,30-Aug-16,80
VITA,Out of Bounds,2-Aug-16,80
XONE,Massive Entertainment,8-Mar-16,80
PC,Teku Studios,11-Nov-16,80
PC,"N-Fusion Interactive Entertainment Corp., iNK Stories",4-Apr-16,80
PC,Colossal Order,29-Nov-16,80
XONE,League of Geeks,30-Aug-16,80
PS4,Massive Entertainment,8-Mar-16,80
PS4,Moppin,24-May-16,80
PS4,Telltale Games,20-Dec-16,80
PS4,Bluepoint Games,2-Feb-16,80
PS4,Wargaming.net,19-Jan-16,80
XONE,NeocoreGames,30-Dec-16,80
PC,"WeirdBeard B.V., WeirdBeard",2-Aug-16,80
PS4,Toys for Bob,16-Oct-16,79
PC,Edge Case Games,22-Sep-16,79
PS4,Forge Reply,16-Mar-16,79
PS4,Hypersect,16-Aug-16,79
PS4,Necrophone,20-Sep-16,79
PS4,Io Interactive,19-Jul-16,79
XONE,Pixelnest Studio,1-Apr-16,79
XONE,WayForward,16-Mar-16,79
PS4,Night School Studio,31-May-16,79
PC,Sandlot,18-Jul-16,79
PS4,"Aksys Games, LookAtMyGame",29-Mar-16,79
WIIU,Thunder Lotus Games,8-Sep-16,79
PS4,Zen Studios,29-Nov-16,79
PS4,Stoic,12-Jan-16,79
VITA,QubicGames,20-Dec-16,79
PS4,Zen Studios,6-Dec-16,79
PC,Bethesda Game Studios,19-May-16,79
PS4,The Odd Gentlemen,26-Apr-16,79
PC,Sushee,14-Apr-16,79
WIIU,Team Replay,25-Feb-16,79
PC,Techland,9-Feb-16,79
PC,Massive Entertainment,8-Mar-16,79
PS4,CyberConnect2,9-Feb-16,79
PC,Blyts,21-Jul-16,79
XONE,Io Interactive,26-Apr-16,79
PS4,Hi-Rez Studios,24-Mar-16,79
PC,Obsidian Entertainment,16-Feb-16,79
XONE,Over the Top Games,28-Jun-16,79
PC,Nadeo,24-Mar-16,79
PS4,"SNK Playmore, SNK Corporation",23-Aug-16,79
VITA,Spike Chunsoft,26-Jul-16,79
PC,Io Interactive,31-May-16,79
PS4,HIPSTER WHALE,21-Jun-16,79
PS4,Housemarque,26-Apr-16,79
PC,Anarteam,12-Jul-16,79
PC,Blackbird Interactive,20-Jan-16,79
PC,Fiddlesticks Games,30-Aug-16,79
PC,Ruckert Broductions,1-Dec-16,79
PC,Puuba,1-Sep-16,79
PC,Cloudhead Games ltd.,5-Apr-16,79
XONE,VooFoo Studios,12-Oct-16,79
PS4,EA Sports,15-Mar-16,79
WIIU,"Konjak, MP2 Games",15-Sep-16,79
PC,Flying Wild Hog,13-Oct-16,78
XONE,Telltale Games,20-Dec-16,78
XONE,11 bit studios,29-Jan-16,78
PC,Falcom,3-Nov-16,78
PC,"Space Dust Studios, Varkian Empire",23-Feb-16,78
XONE,Bloober Team,16-Feb-16,78
PC,Cave,10-Mar-16,78
PS4,"EA Canada, EA Vancouver",13-Sep-16,78
PC,Maxis,1-Nov-16,78
PC,Paradox Development Studio,9-May-16,78
PC,"Dimps Corporation, QLOC",27-Oct-16,78
PS4,The Odd Gentlemen,25-Oct-16,78
PS4,Sega,30-Aug-16,78
PS4,Ghost Town Games Ltd.,2-Aug-16,78
PS4,Spike Chunsoft,21-Jun-16,78
PC,Knuist & Perzik,29-Sep-16,78
PC,Spike Chunsoft,29-Jun-16,78
XONE,Toys for Bob,16-Oct-16,78
PS4,TT Games,28-Jun-16,78
XONE,Amplitude Studios,16-Mar-16,78
PS4,Coldwood Interactive,9-Feb-16,78
XONE,Telltale Games,20-Dec-16,78
PC,Numinous Games,11-Jan-16,78
PC,Failbetter Games,11-Oct-16,78
PS4,Capcom,13-Sep-16,78
PC,Io Interactive,16-Aug-16,78
PC,The Odd Gentlemen,26-Apr-16,78
VITA,Tom Happ,19-Apr-16,78
PS4,Quantic Dream,4-Mar-16,78
PS4,Guerilla Cambridge,13-Oct-16,78
PS4,"Quantic Dream, Virtuos",1-Mar-16,78
VITA,Kadokawa,10-Nov-16,78
XONE,Telltale Games,29-Mar-16,78
XONE,Adult Swim,18-Nov-16,78
XONE,Bethesda Game Studios,19-May-16,78
PS4,Team 17,23-Aug-16,78
PS4,Frictional Games,22-Nov-16,78
PS4,Stoic,5-Jul-16,78
PC,"Ecole, French-Bread",19-Apr-16,78
PC,Mohawk Games,28-Apr-16,78
PS4,11 bit studios,29-Jan-16,78
XONE,Night School Studio,15-Jan-16,78
XONE,Fiddlesticks Games,30-Aug-16,78
PC,QUICKTEQUILA,22-Jul-16,78
PS4,Giant Squid,2-Aug-16,78
PS4,Two Tribes,23-Feb-16,78
XONE,Infinity Ward,4-Nov-16,78
XONE,Dreadbit,4-Mar-16,78
PC,Baroque Decay,3-Mar-16,78
PC,Bandai Namco Games,13-Sep-16,78
PC,Butterscotch Shenanigans,21-Jan-16,78
PC,Stardock,22-Sep-16,78
PS4,Flippfly,23-Aug-16,78
3DS,syn Sophia,19-Aug-16,78
PS4,Renegade Kid,26-Jul-16,78
XONE,Question,29-Jun-16,78
PC,"Red Winter Software Limited, Red Winter Software",18-Feb-16,78
PS4,Techland,9-Feb-16,78
3DS,Digital Eclipse,23-Feb-16,77
PC,Nerial,11-Aug-16,77
XONE,Bacon Bandit Games,8-Apr-16,77
PS4,Action Button Entertainment,12-Jul-16,77
PS4,Infinite Monkeys,17-May-16,77
XONE,Ubisoft Montreal,23-Feb-16,77
XONE,Infinite Dreams Inc.,9-Dec-16,77
XONE,Tuque Games,30-Aug-16,77
PS4,Capcom,3-Dec-16,77
PS4,Bandai Namco Games,13-Sep-16,77
PS4,Capcom,16-Feb-16,77
PS4,Coatsink Software,4-Oct-16,77
PS4,505 Games,22-Sep-16,77
PC,Schell Games,30-Nov-16,77
PC,Overhaul Games,31-Mar-16,77
PS4,Flying Tiger Development,12-Jul-16,77
XONE,The Game Bakers,2-Dec-16,77
3DS,5pb,25-Oct-16,77
PS4,Gearbox Software,11-Oct-16,77
XONE,Remedy Entertainment,5-Apr-16,77
PS4,Square Enix,25-Oct-16,77
WIIU,WayForward,24-Mar-16,77
PC,Sukeban Games,21-Jun-16,77
PC,Dancing Dragon games,15-Jan-16,77
PC,Osmotic Studios,27-Oct-16,77
XONE,"EA Canada, EA Vancouver",13-Sep-16,77
PS4,Square Enix Montreal,23-Feb-16,77
XONE,"Rocksteady Studios, Virtuos",18-Oct-16,77
XONE,Omega Force,30-Aug-16,77
PC,Black Pants Studio,13-Jun-16,77
PC,Triple Eh? Ltd,24-May-16,77
XONE,Michael Todd Games,20-Jan-16,77
PC,Mi'pu'mi Games,7-Jul-16,77
PC,Gunfire Games,28-Mar-16,77
PC,Tindalos Interactive,21-Apr-16,77
PS4,Sony Interactive Entertainment,10-Oct-16,77
PS4,Infinity Ward,4-Nov-16,77
PC,Clifftop Games,5-May-16,77
VITA,Square Enix,25-Oct-16,77
PC,New World Interactive,28-Jul-16,77
PS4,Io Interactive,11-Mar-16,77
XONE,"Fatshark AB, Nordic Games Publishing",4-Oct-16,77
PS4,Double Fine Productions,26-Jul-16,77
WIIU,Toys for Bob,16-Oct-16,77
PC,Pomera Studios,30-Mar-16,77
WIIU,"awppy, Neon Deity Games",4-Feb-16,77
WIIU,Telltale Games,21-Jan-16,77
PS4,Fiddlesticks Games,30-Aug-16,77
PS4,The Game Bakers,5-Jul-16,77
XONE,Bandai Namco Games,13-Sep-16,77
PC,Paperash studio,25-Oct-16,77
PC,Klei Entertainment,1-Apr-16,77
PC,Team 17,23-Aug-16,76
XONE,Stoic,12-Jan-16,76
XONE,Telltale Games,13-Dec-16,76
VITA,Lab Zero Games,5-Apr-16,76
PC,SoftWarWare,22-Mar-16,76
PC,YCJY,19-Jan-16,76
PC,Creative Assembly,8-Dec-16,76
PC,Jagex Ltd.,23-Mar-16,76
PS4,"Secret Sorcery, SECRET SORCERY LIMITED, Secret Sorcery Towers",25-Oct-16,76
PS4,GameDesignDan,19-Jul-16,76
VITA,Spike Chunsoft,21-Jun-16,76
PC,Cyan Worlds,24-Aug-16,76
PC,"LandFall Games, LandFall",27-Sep-16,76
WIIU,Bandai Namco Games,18-Mar-16,76
PC,WayForward,20-Dec-16,76
PS4,Ubisoft,6-Dec-16,76
XONE,Nadeo,22-Mar-16,76
3DS,"Nintendo, Alphadream Corporation",22-Jan-16,76
3DS,Inti Creates,29-Sep-16,76
PC,Daedalic Entertainment,1-Mar-16,76
XONE,Heart Machine,26-Jul-16,76
PC,"tinyBuild, Do My Best Games",30-Aug-16,76
XONE,EA Sports,15-Mar-16,76
PC,"Marauder Interactive, LLC",1-Nov-16,76
XONE,Ostrich Banditos,9-Dec-16,76
3DS,Sega,12-Jul-16,76
XONE,Capcom,30-Aug-16,76
PS4,Ubisoft Montreal,23-Feb-16,76
PS4,La Cosa Entertainment,19-Jan-16,76
PS4,AHEARTFULOFGAMES,28-Jun-16,76
PC,Hopoo Games,14-Mar-16,76
XONE,Rain Games,9-Mar-16,76
PS4,Telltale Games,26-Apr-16,76
XONE,TT Games,28-Jun-16,76
PS4,Question,26-Apr-16,76
WIIU,"Nintendo, Intelligent Systems",7-Oct-16,76
PC,The Game Bakers,5-Jul-16,76
XONE,Pendulo Studios,17-Nov-16,76
PS4,Big Ant Studios,26-Apr-16,76
PC,The Chinese Room,14-Apr-16,76
PS4,Campo Santo,9-Feb-16,76
PC,SCS Software,2-Feb-16,76
PC,age,14-Jul-16,76
XONE,Double Damage Games,13-Jan-16,76
XONE,roll7,24-May-16,75
XONE,Coldwood Interactive,9-Feb-16,75
PC,Harmonix Music Systems,6-Oct-16,75
PS4,id Software,4-Aug-16,75
PS4,"Strike Vector Team, Ragequit Corporation",30-Aug-16,75
PC,Passtech Games,17-Jun-16,75
PC,Ubisoft Montreal,28-Nov-16,75
PC,Tripwire Interactive,18-Nov-16,75
XONE,EnjoyUp Games,8-Jan-16,75
PC,Warm Lamp Games,9-Nov-16,75
PC,Swing Swing Submarine,2-Sep-16,75
PS4,Tripwire Interactive,16-Nov-16,75
PS4,Eidos Montreal,27-Sep-16,75
XONE,Io Interactive,11-Mar-16,75
PS4,ZeniMax Media,23-Mar-16,75
PS4,Io Interactive,31-May-16,75
PC,Big Boat Interactive,18-Apr-16,75
PC,Daedalic Entertainment,15-Nov-16,75
PS4,Media Vision,2-Feb-16,75
PC,Wadjet Eye Games,8-Mar-16,75
PS4,Bethesda Game Studios,19-May-16,75
XONE,Team 17,23-Aug-16,75
PC,Telltale Games,13-Dec-16,75
PS4,Reign Bros,5-Apr-16,75
PS4,Gust,7-Jun-16,75
XONE,Telltale Games,22-Nov-16,75
PC,Rusty Lake,20-Oct-16,75
XONE,GuGames DEV,2-Sep-16,75
PC,Game Freak,18-Aug-16,75
PS4,SKH Apps,9-Aug-16,75
PC,Torched Hill,5-Aug-16,75
XONE,Capcom,28-Jun-16,75
XONE,"Jackbox Games, Inc.",21-Jun-16,75
XONE,Frontier Developments,3-Jun-16,75
PS4,Last Limb Games,29-Mar-16,75
PS4,Etter Studio GmbH,9-Mar-16,75
VITA,Gust,19-Jan-16,75
XONE,Moss,11-May-16,75
PS4,Ludosity Interactive,15-Nov-16,75
PS4,WayForward,9-Apr-16,75
XONE,"Curve Digital Games, Curve Digital",13-Dec-16,75
PC,Harvester Games,15-Feb-16,75
PS4,Two Tribes,13-Sep-16,75
PC,Io Interactive,11-Mar-16,75
PS4,"Milestone, Milestone S.r.l",17-Jun-16,75
PS4,House House,3-May-16,75
VITA,Nippon Ichi Software,25-Oct-16,75
XONE,"Introversion, Double Eleven",1-Jul-16,75
XONE,Bethesda Game Studios,30-Aug-16,75
PC,Yukitama Creative Industries,11-Mar-16,75
PS4,Soedesco,11-Oct-16,75
PC,Ocelot Society,14-Sep-16,75
XONE,Kalypso,24-May-16,75
PC,Bethesda Game Studios,27-Oct-16,74
PC,Fishing Cactus,30-Mar-16,74
PS4,Rocksteady Studios,11-Oct-16,74
PC,Wolf Brew Games,1-Aug-16,74
PS4,Treyarch,19-Apr-16,74
PC,Bethesda Game Studios,30-Aug-16,74
XONE,"Flying Tiger Entertainment Inc., Squad",15-Jul-16,74
PS4,KOKOROMI,13-Oct-16,74
PS4,Cryptic Studios,19-Jul-16,74
WIIU,TT Games,28-Jun-16,74
XONE,Artifex Mundi,10-Jun-16,74
PC,Bohemia Interactive,11-Jul-16,74
PS4,Tokyo RPG Factory,19-Jul-16,74
PC,Io Interactive,27-Sep-16,74
XONE,Milestone S.r.l,16-Aug-16,74
PS4,roll7,2-Feb-16,74
PS4,Koei Tecmo Games,25-Oct-16,74
PC,Ubisoft Montreal,29-Feb-16,74
PC,Bulkhead Interactive,30-Aug-16,74
XONE,Ubisoft Reflections,16-Aug-16,74
PS4,Bloober Team,16-Feb-16,74
PC,Capcom,16-Feb-16,74
XONE,Mighty Rabbit Studios,26-Oct-16,74
PC,Mosaic Mask,25-Feb-16,74
PC,ORANGE_JUICE,5-Jan-16,74
XONE,Chair Entertainment,16-Mar-16,74
PS4,Treyarch,2-Feb-16,74
WIIU,"Nintendo, PlatinumGames",22-Apr-16,74
PS4,BillyGoat Entertainment Ltd,13-Dec-16,74
PS4,Treyarch,6-Sep-16,74
PS4,Harmonix Music Systems,5-Jan-16,74
PC,Pendulo Studios,10-Nov-16,74
PS4,"Natsume, NATSUME ATARI Inc.",20-Dec-16,74
PS4,Omega Force,30-Aug-16,74
PC,"Capcom, Capcom Vancouver",6-Dec-16,74
XONE,Anarteam,12-Jul-16,74
PC,"10tons Entertainment, 10tons",28-Apr-16,74
PC,FunHouse,13-Oct-16,74
PS4,Telltale Games,25-Oct-16,74
XONE,A Crowd of Monsters,8-Apr-16,74
PC,SkyBox Labs,10-May-16,74
PC,Nippon Ichi Software,4-Feb-16,74
PC,Double Fine Productions,26-Jul-16,74
PS4,Infinitap Games,3-May-16,74
PC,EA DICE,7-Jun-16,74
PC,Variable State,22-Sep-16,74
XONE,The Molasses Flood,24-Feb-16,74
PC,Blacksea Odyssey,2-Mar-16,74
PC,Telltale Games,2-Aug-16,74
PC,Blizzard Entertainment,11-Aug-16,74
PC,Kitty Lambda Games,12-Jul-16,74
PC,NGD Studios,25-Aug-16,74
XONE,Ripstone,9-Sep-16,74
PC,Spearhead Games,12-Apr-16,74
XONE,Bethesda Game Studios,22-Mar-16,74
PC,Yuke's,10-Mar-16,74
PS4,Telltale Games,22-Nov-16,73
PC,Love Conquers All Games,10-Oct-16,73
3DS,Nintendo,2-Dec-16,73
PC,ACE Team,19-Jan-16,73
PC,Frima Studio,30-Aug-16,73
PS4,Bacon Bandit Games,17-May-16,73
PC,Pearl Abyss,3-Mar-16,73
XONE,Ubisoft Paris,25-Oct-16,73
PS4,Ubisoft Paris,25-Oct-16,73
XONE,Thunder Lotus Games,9-Sep-16,73
XONE,Kittehface Software,10-Aug-16,73
XONE,Runestone Games Limited,6-May-16,73
PC,Telltale Games,22-Nov-16,73
PC,"Shift, QLOC",29-Aug-16,73
PC,Lazy Bear Games,8-Jan-16,73
PC,Tuque Games,30-Aug-16,73
XONE,"Polarity Flow, PolarityFlow",16-Dec-16,73
XONE,34BigThings,13-Jan-16,73
PS4,Triple Eh? Ltd,24-May-16,73
3DS,M2,26-Apr-16,73
PS4,RageSquid,8-Mar-16,73
XONE,Telltale Games,25-Oct-16,73
PS4,"Rocksteady Studios, Virtuos",18-Oct-16,73
3DS,Bandai Namco Games,14-Oct-16,73
PC,Flying Wild Hog,3-Jun-16,73
XONE,From Software,25-Oct-16,73
PC,From Software,24-Oct-16,73
3DS,Monolith Soft,16-Feb-16,73
PS4,Spearhead Games,12-Apr-16,73
XONE,10tons,9-Dec-16,73
PS4,Le Cartel Studio,3-Dec-16,73
XONE,Dimps Corporation,25-Oct-16,73
PC,Two Tribes,13-Sep-16,73
XONE,"Reloaded Games Inc., Reloaded Games",1-Jul-16,73
XONE,Triple Eh? Ltd,22-Jun-16,73
XONE,Telltale Games,26-Apr-16,73
PC,Infinity Ward,3-Nov-16,73
PC,Blizzard Entertainment,29-Mar-16,73
XONE,Bungie,20-Sep-16,73
PS4,"Ubisoft, FunHouse",8-Nov-16,73
PC,Telltale Games,25-Oct-16,73
PC,"Epic Games, Splash Damage, The Coalition",1-Mar-16,73
PS4,Fatshark AB,4-Oct-16,73
WIIU,Double Eleven,19-May-16,73
PS4,Kunos Simulazioni,30-Aug-16,73
PC,Gamious,2-Jun-16,73
PS4,Pendulo Studios,17-Nov-16,73
PC,Parabole,10-Mar-16,73
PS4,Locomalito,16-Dec-16,73
PC,Dry Cactus,12-Jul-16,73
PC,The Molasses Flood,24-Feb-16,73
PS4,Warner Bros. Interactive Entertainment,18-Oct-16,73
XONE,The House Of Fables,23-Sep-16,73
PC,SomaSim,8-Sep-16,73
PC,Telltale Games,20-Sep-16,73
PC,Rocketcat Games,21-Jul-16,73
PS4,Jaywalkers Interactive,2-Jun-16,73
PC,beyondthosehills,1-Apr-16,73
XONE,"Crystal Dynamics, Nixxes Software",26-Jan-16,73
PS4,Frame Interactive,13-Oct-16,72
XONE,"Capcom, Capcom Vancouver",6-Dec-16,72
PS4,"WeirdBeard B.V., WeirdBeard",2-Aug-16,72
PC,Bloober Team,16-Feb-16,72
PS4,Uber Entertainment,10-Oct-16,72
3DS,Marvelous Inc.,1-Mar-16,72
3DS,Falcom,13-Oct-16,72
PC,Square Enix Montreal,23-Feb-16,72
PC,Ubisoft Annecy,18-Nov-16,72
3DS,Level 5,30-Sep-16,72
PS4,Daedalic Entertainment,15-Nov-16,72
PC,Jonathan Lavigne,23-Feb-16,72
XONE,EA DICE,7-Jun-16,72
PS4,Grasshopper Manufacture,3-Dec-16,72
PS4,Ubisoft Montreal,15-Nov-16,72
VITA,Bandai Namco Games,3-May-16,72
PS4,Dimps Corporation,25-Oct-16,72
VITA,Compile Heart,18-Oct-16,72
PS4,Thunder Lotus Games,9-Sep-16,72
PS4,Benjamin Rivers,23-Aug-16,72
XONE,Nicalis,15-Nov-16,72
PC,Gearbox Software,11-Oct-16,72
PS4,5pb,13-Sep-16,72
XONE,Bloober Team,2-Aug-16,72
PC,TT Games,27-Jun-16,72
PC,"Milestone, Milestone S.r.l",16-Jun-16,72
PS4,Konami,21-Apr-16,72
XONE,Reign Bros,8-Apr-16,72
PS4,Telltale Games,29-Mar-16,72
PS4,Avalanche Studios,15-Mar-16,72
PS4,Blue Isle Studios,23-Aug-16,72
XONE,RageSquid,4-Mar-16,72
XONE,Anima Project,3-Jun-16,72
PC,Pop Sandbox,19-Apr-16,72
PS4,Bungie,20-Sep-16,72
XONE,Ubisoft Annecy,2-Dec-16,72
3DS,Headstrong Games,13-May-16,72
XONE,Haruneko,29-Jan-16,72
PS4,Supermassive Games,13-Oct-16,72
PS4,ACE Team,19-Jan-16,72
PS4,"Camouflaj, LLC",22-Mar-16,72
VITA,Marvelous Inc.,11-Oct-16,72
PS4,Jeppe Carlsen,6-Sep-16,72
XONE,Green Lava Studios,8-Jun-16,72
XONE,"10tons Entertainment, 10tons",31-May-16,72
PS4,Pop Sandbox,19-Apr-16,72
XONE,Samurai Punk,1-Mar-16,72
PC,Colossal Order,18-Feb-16,72
WIIU,Bear Box Media,15-Dec-16,72
3DS,Ganbarion,22-Nov-16,72
PC,Lichthund,27-Sep-16,72
PS4,Rogue Factor,18-Oct-16,72
PC,Creative Assembly,28-Jul-16,72
PC,COWCAT,31-May-16,72
PS4,Capcom,13-Sep-16,71
XONE,Hikergames,21-Sep-16,71
PC,Ubisoft Reflections,16-Aug-16,71
XONE,Hyper Awesome Entertainment,26-Jul-16,71
XONE,Capcom,13-Sep-16,71
PS4,"SCE Santa Monica, Plastic Studios",16-Aug-16,71
XONE,TT Games,26-Jan-16,71
PS4,Ubisoft Annecy,2-Dec-16,71
PS4,Owlchemy Labs,13-Oct-16,71
PC,Behaviour Interactive,14-Jun-16,71
PS4,Daedalic Entertainment,1-Dec-16,71
XONE,Ty Taylor and Mario Castaneda,16-Jul-16,71
XONE,TACS Games,10-Feb-16,71
PS4,Ant Workshop Ltd,30-Aug-16,71
XONE,Milkstone Studios,13-Jul-16,71
PC,VooFoo Studios,5-Jul-16,71
XONE,Swing Swing Submarine,16-Mar-16,71
PS4,Infinite State Games,8-Mar-16,71
PS4,"Idea Factory, Compile Heart",2-Feb-16,71
PS4,Animatoon Studio,11-Jan-16,71
XONE,Gearbox Software,3-May-16,71
